date,city,temperature_c,humidity_percent,electricity_units_kwh,household_size,income_level,power_outage_hours,year,month,day,day_of_week,is_weekend,lag_1,lag_7,lag_30,rolling_mean_7,rolling_mean_30
2024-06-04,2,19.4,85,33.34,7,0,0.5,2024,6,4,1,0,17.61,18.52,31.17,23.3,22.558666666666667
2024-06-05,2,17.4,63,22.3,6,0,4.68,2024,6,5,2,0,33.34,18.33,27.33,23.86714285714286,22.391000000000002
2024-06-06,4,18.9,38,26.61,2,0,1.99,2024,6,6,3,0,22.3,21.44,26.57,24.60571428571429,22.392333333333333
2024-06-07,2,31.9,51,18.35,2,0,1.63,2024,6,7,4,0,26.61,20.56,22.36,24.29,22.25866666666667
2024-06-08,3,33.6,42,24.18,5,2,2.55,2024,6,8,5,1,18.35,28.7,24.33,23.64428571428571,22.253666666666668
2024-06-09,2,18.9,54,23.87,2,1,0.2,2024,6,9,6,1,24.18,23.12,29.5,23.751428571428573,22.066
2024-06-10,4,36.3,77,10.66,6,1,2.94,2024,6,10,0,0,23.87,17.61,14.0,22.75857142857143,21.954666666666665
2024-06-11,2,26.6,47,34.09,6,1,1.36,2024,6,11,1,0,10.66,33.34,19.9,22.865714285714287,22.427666666666667
2024-06-12,3,31.0,80,29.74,6,1,0.61,2024,6,12,2,0,34.09,22.3,17.36,23.928571428571427,22.840333333333334
2024-06-13,1,41.3,41,19.62,3,0,2.54,2024,6,13,3,0,29.74,26.61,24.27,22.93,22.685333333333336
2024-06-14,4,36.3,69,15.39,6,2,2.43,2024,6,14,4,0,19.62,18.35,29.38,22.50714285714286,22.219
2024-06-15,1,28.1,46,24.09,6,2,2.8,2024,6,15,5,1,15.39,24.18,18.42,22.494285714285716,22.408
2024-06-16,1,23.8,44,22.52,3,2,0.18,2024,6,16,6,1,24.09,23.87,7.66,22.301428571428573,22.903333333333332
2024-06-17,1,14.9,71,24.13,7,0,5.23,2024,6,17,0,0,22.52,10.66,19.53,24.225714285714286,23.05666666666667
2024-06-18,0,25.0,44,23.15,4,2,4.81,2024,6,18,1,0,24.13,34.09,27.48,22.662857142857142,22.912333333333333
2024-06-19,0,28.5,44,25.04,2,0,0.66,2024,6,19,2,0,23.15,29.74,25.23,21.99142857142857,22.906
2024-06-20,1,23.1,84,30.68,6,2,0.1,2024,6,20,3,0,25.04,19.62,24.57,23.571428571428566,23.10966666666667
2024-06-21,4,29.1,68,25.41,2,1,0.27,2024,6,21,4,0,30.68,15.39,20.32,25.002857142857142,23.279333333333334
2024-06-22,3,30.5,42,15.7,5,0,7.41,2024,6,22,5,1,25.41,24.09,14.33,23.804285714285715,23.325
2024-06-23,3,28.4,46,30.18,2,2,1.24,2024,6,23,6,1,15.7,22.52,25.09,24.898571428571433,23.494666666666667
2024-06-24,2,25.4,61,31.84,8,1,0.66,2024,6,24,0,0,30.18,24.13,16.99,26.0,23.98966666666667
2024-06-25,4,31.2,38,40.91,7,1,0.51,2024,6,25,1,0,31.84,23.15,35.1,28.537142857142857,24.183333333333334
2024-06-26,0,33.1,69,15.26,3,1,0.45,2024,6,26,2,0,40.91,25.04,25.42,27.139999999999997,23.844666666666665
2024-06-27,1,22.4,49,23.46,2,0,1.64,2024,6,27,3,0,15.26,30.68,18.52,26.108571428571427,24.009333333333334
2024-06-28,2,39.9,55,9.51,2,0,0.82,2024,6,28,4,0,23.46,25.41,18.33,23.837142857142855,23.715333333333334
2024-06-29,3,29.3,56,25.32,2,2,5.05,2024,6,29,5,1,9.51,15.7,21.44,25.21142857142857,23.844666666666665
2024-06-30,0,30.1,50,18.71,4,1,1.73,2024,6,30,6,1,25.32,30.18,20.56,23.572857142857142,23.783
2024-07-01,0,35.0,47,33.54,4,2,2.36,2024,7,1,0,0,18.71,31.84,28.7,23.815714285714286,23.94433333333333
2024-07-02,1,31.6,42,17.35,5,2,0.52,2024,7,2,1,0,33.54,40.91,23.12,20.45,23.752
2024-07-03,3,36.7,45,11.86,3,1,0.12,2024,7,3,2,0,17.35,15.26,17.61,19.964285714285715,23.560333333333332
2024-07-04,4,32.0,38,19.17,2,2,1.0,2024,7,4,3,0,11.86,23.46,33.34,19.351428571428574,23.088000000000005
2024-07-05,0,25.7,41,10.15,2,0,0.57,2024,7,5,4,0,19.17,9.51,22.3,19.442857142857143,22.683
2024-07-06,1,32.5,73,26.51,2,2,0.34,2024,7,6,5,1,10.15,25.32,26.61,19.612857142857145,22.679666666666666
2024-07-07,4,22.0,67,9.61,2,1,4.58,2024,7,7,6,1,26.51,18.71,18.35,18.312857142857144,22.388333333333332
2024-07-08,3,30.8,48,22.17,4,0,0.88,2024,7,8,0,0,9.61,33.54,24.18,16.68857142857143,22.32133333333333
2024-07-09,0,29.8,89,9.53,7,0,0.29,2024,7,9,1,0,22.17,17.35,23.87,15.571428571428571,21.84333333333333
2024-07-10,4,28.5,36,20.08,7,2,0.33,2024,7,10,2,0,9.53,11.86,10.66,16.74571428571429,22.157333333333334
2024-07-11,4,29.1,86,31.86,5,2,0.49,2024,7,11,3,0,20.08,19.17,34.09,18.558571428571433,22.083000000000002
2024-07-12,4,16.8,64,24.16,8,0,10.93,2024,7,12,4,0,31.86,10.15,29.74,20.560000000000002,21.897
2024-07-13,0,26.2,77,16.82,6,2,0.47,2024,7,13,5,1,24.16,26.51,19.62,19.175714285714285,21.80366666666667
2024-07-14,0,30.6,47,21.81,3,1,0.6,2024,7,14,6,1,16.82,9.61,15.39,20.91857142857143,22.017666666666667
2024-07-15,2,31.1,45,22.11,7,2,1.62,2024,7,15,0,0,21.81,22.17,24.09,20.91,21.951666666666664
2024-07-16,3,22.8,84,24.84,8,2,0.52,2024,7,16,1,0,22.11,9.53,22.52,23.09714285714286,22.029
2024-07-17,1,38.9,68,13.8,2,0,0.36,2024,7,17,2,0,24.84,20.08,24.13,22.2,21.684666666666665
2024-07-18,4,23.9,33,25.56,7,2,0.26,2024,7,18,3,0,13.8,31.86,23.15,21.3,21.765
2024-07-19,2,36.8,88,5.77,5,2,0.56,2024,7,19,4,0,25.56,24.16,25.04,18.672857142857143,21.122666666666667
2024-07-20,1,33.0,54,18.22,6,2,0.17,2024,7,20,5,1,5.77,16.82,30.68,18.87285714285714,20.707333333333334
2024-07-21,2,25.5,61,19.07,7,1,0.03,2024,7,21,6,1,18.22,21.81,25.41,18.481428571428573,20.496
2024-07-22,0,42.4,69,25.8,5,2,2.45,2024,7,22,0,0,19.07,22.11,15.7,19.00857142857143,20.832666666666668
2024-07-23,4,21.6,42,22.14,4,1,0.22,2024,7,23,1,0,25.8,24.84,30.18,18.622857142857146,20.564666666666668
2024-07-24,1,36.4,74,13.57,6,1,2.24,2024,7,24,2,0,22.14,13.8,31.84,18.59,19.955666666666666
2024-07-25,1,37.0,46,16.09,5,1,2.4,2024,7,25,3,0,13.57,25.56,40.91,17.237142857142857,19.128333333333334
2024-07-26,1,25.3,78,23.19,8,1,1.16,2024,7,26,4,0,16.09,5.77,15.26,19.725714285714282,19.392666666666667
2024-07-27,1,39.7,66,21.53,7,0,0.56,2024,7,27,5,1,23.19,18.22,23.46,20.198571428571427,19.328333333333333
2024-07-28,1,28.2,35,18.53,4,1,0.24,2024,7,28,6,1,21.53,19.07,9.51,20.12142857142857,19.629
2024-07-29,2,32.0,48,19.11,8,2,2.0,2024,7,29,0,0,18.53,25.8,25.32,19.165714285714284,19.422
2024-07-30,4,31.8,42,26.18,5,1,1.38,2024,7,30,1,0,19.11,22.14,18.71,19.742857142857144,19.671
2024-07-31,0,29.1,86,18.89,5,2,1.6,2024,7,31,2,0,26.18,13.57,33.54,20.502857142857145,19.182666666666663
2024-08-01,0,35.7,89,21.47,8,1,0.01,2024,8,1,3,0,18.89,16.09,17.35,21.271428571428572,19.32
2024-08-02,0,35.6,55,35.02,7,0,3.94,2024,8,2,4,0,21.47,23.19,11.86,22.961428571428574,20.092
2024-08-03,0,17.8,43,13.46,6,1,0.1,2024,8,3,5,1,35.02,21.53,19.17,21.80857142857143,19.901666666666664
2024-08-04,2,39.1,60,10.89,4,1,0.69,2024,8,4,6,1,13.46,18.53,10.15,20.717142857142857,19.926333333333332
2024-08-05,3,18.4,83,26.7,2,0,0.77,2024,8,5,0,0,10.89,19.11,26.51,21.801428571428573,19.932666666666666
2024-08-06,4,37.2,33,17.93,3,1,0.0,2024,8,6,1,0,26.7,26.18,9.61,20.622857142857146,20.209999999999997
2024-08-07,1,37.9,89,20.09,6,2,1.03,2024,8,7,2,0,17.93,18.89,22.17,20.794285714285714,20.140666666666668
2024-08-08,3,22.4,68,17.31,4,1,2.1,2024,8,8,3,0,20.09,21.47,9.53,20.2,20.4
2024-08-09,0,27.1,37,20.44,8,1,2.6,2024,8,9,4,0,17.31,35.02,20.08,18.117142857142856,20.412
2024-08-10,3,22.3,54,31.59,5,1,3.17,2024,8,10,5,1,20.44,13.46,31.86,20.707142857142856,20.403000000000002
2024-08-11,4,28.5,42,26.81,8,0,1.0,2024,8,11,6,1,31.59,10.89,24.16,22.981428571428573,20.491333333333333
2024-08-12,1,27.8,61,27.17,4,1,1.49,2024,8,12,0,0,26.81,26.7,16.82,23.048571428571424,20.836333333333332
2024-08-13,1,35.5,88,13.5,8,1,0.12,2024,8,13,1,0,27.17,17.93,21.81,22.41571428571429,20.55933333333333
2024-08-14,4,39.2,67,15.09,8,2,1.0,2024,8,14,2,0,13.5,20.09,22.11,21.701428571428572,20.325333333333333
2024-08-15,4,39.8,67,4.97,3,1,0.25,2024,8,15,3,0,15.09,17.31,24.84,19.93857142857143,19.663
2024-08-16,0,26.1,85,17.14,7,1,0.69,2024,8,16,4,0,4.97,20.44,13.8,19.467142857142857,19.774333333333335
2024-08-17,1,28.5,57,27.74,3,1,0.6,2024,8,17,5,1,17.14,31.59,25.56,18.91714285714286,19.846999999999998
2024-08-18,3,18.2,82,25.1,2,1,0.83,2024,8,18,6,1,27.74,26.81,5.77,18.672857142857143,20.491333333333333
2024-08-19,2,24.4,59,20.67,2,2,1.27,2024,8,19,0,0,25.1,27.17,18.22,17.744285714285716,20.572999999999997
2024-08-20,2,36.8,32,21.87,3,2,3.5,2024,8,20,1,0,20.67,13.5,19.07,18.94,20.666333333333334
2024-08-21,4,41.3,57,17.87,6,0,0.75,2024,8,21,2,0,21.87,15.09,25.8,19.337142857142858,20.401999999999997
2024-08-22,0,21.4,32,23.23,6,1,5.96,2024,8,22,3,0,17.87,4.97,22.14,21.945714285714285,20.438333333333333
2024-08-23,2,25.9,74,26.6,8,0,2.13,2024,8,23,4,0,23.23,17.14,13.57,23.29714285714286,20.872666666666667
2024-08-24,1,29.8,83,12.3,8,0,1.07,2024,8,24,5,1,26.6,27.74,16.09,21.091428571428573,20.746333333333332
2024-08-25,4,32.0,63,23.8,5,1,1.55,2024,8,25,6,1,12.3,25.1,23.19,20.905714285714286,20.76666666666667
2024-08-26,3,24.3,45,27.59,2,2,0.16,2024,8,26,0,0,23.8,20.67,21.53,21.89428571428571,20.968666666666664
2024-08-27,4,33.0,51,19.51,5,2,2.79,2024,8,27,1,0,27.59,21.87,18.53,21.557142857142857,21.00133333333333
2024-08-28,3,26.7,61,26.2,2,1,1.31,2024,8,28,2,0,19.51,17.87,19.11,22.747142857142858,21.237666666666666
2024-08-29,4,29.9,67,38.89,3,1,6.41,2024,8,29,3,0,26.2,23.23,26.18,24.98428571428571,21.661333333333335
2024-08-30,4,33.8,37,21.37,6,2,1.52,2024,8,30,4,0,38.89,26.6,18.89,24.237142857142857,21.744000000000003
2024-08-31,4,30.0,84,24.36,8,1,2.69,2024,8,31,5,1,21.37,12.3,21.47,25.96,21.840333333333334
2024-09-01,3,26.9,37,17.57,6,1,2.41,2024,9,1,6,1,24.36,23.8,35.02,25.07,21.25866666666667
2024-09-02,3,29.2,86,23.09,3,1,0.64,2024,9,2,0,0,17.57,27.59,13.46,24.427142857142858,21.579666666666665
2024-09-03,4,29.4,35,24.76,5,2,0.45,2024,9,3,1,0,23.09,19.51,10.89,25.177142857142854,22.041999999999998
2024-09-04,2,27.4,43,23.17,5,0,0.84,2024,9,4,2,0,24.76,26.2,26.7,24.744285714285716,21.924333333333333
2024-09-05,0,28.2,61,15.88,4,0,0.94,2024,9,5,3,0,23.17,38.89,17.93,21.457142857142856,21.856
2024-09-06,0,41.2,64,23.24,8,1,0.41,2024,9,6,4,0,15.88,21.37,20.09,21.724285714285717,21.961000000000002
2024-09-07,0,33.9,39,30.77,8,2,3.37,2024,9,7,5,1,23.24,24.36,17.31,22.639999999999997,22.40966666666667
2024-09-08,3,27.9,32,24.69,8,1,1.17,2024,9,8,6,1,30.77,17.57,20.44,23.657142857142862,22.551333333333332
2024-09-09,3,34.9,88,27.77,2,2,5.76,2024,9,9,0,0,24.69,23.09,31.59,24.325714285714287,22.424
2024-09-10,2,27.7,41,20.58,5,1,2.49,2024,9,10,1,0,27.77,24.76,26.81,23.72857142857143,22.216333333333335
2024-09-11,0,38.2,78,26.5,3,2,1.22,2024,9,11,2,0,20.58,23.17,27.17,24.204285714285714,22.194
2024-09-12,0,32.6,88,23.68,5,2,4.41,2024,9,12,3,0,26.5,15.88,13.5,25.318571428571428,22.533333333333335
2024-09-13,4,29.2,60,16.29,6,0,1.05,2024,9,13,4,0,23.68,23.24,15.09,24.325714285714287,22.573333333333334
2024-09-14,3,33.1,58,23.91,2,1,3.27,2024,9,14,5,1,16.29,30.77,4.97,23.345714285714287,23.204666666666665
2024-09-15,0,19.0,34,16.05,8,0,0.67,2024,9,15,6,1,23.91,24.69,17.14,22.111428571428572,23.168333333333337
2024-09-16,2,22.1,81,18.2,7,0,0.71,2024,9,16,0,0,16.05,27.77,27.74,20.744285714285716,22.85033333333333
2024-09-17,2,21.6,54,23.14,4,2,0.81,2024,9,17,1,0,18.2,20.58,25.1,21.110000000000003,22.785
2024-09-18,0,31.0,70,23.78,2,1,1.19,2024,9,18,2,0,23.14,26.5,20.67,20.72142857142857,22.88866666666667
2024-09-19,3,42.1,60,14.86,6,2,1.21,2024,9,19,3,0,23.78,23.68,21.87,19.46142857142857,22.654999999999998
2024-09-20,2,45.6,50,28.32,8,2,1.03,2024,9,20,4,0,14.86,16.29,17.87,21.18,23.003333333333334
2024-09-21,4,34.5,87,25.43,6,2,0.55,2024,9,21,5,1,28.32,23.91,23.23,21.397142857142857,23.076666666666664
2024-09-22,2,33.5,49,17.77,6,1,3.93,2024,9,22,6,1,25.43,16.05,26.6,21.642857142857142,22.782333333333334
2024-09-23,1,17.4,68,12.77,8,1,1.33,2024,9,23,0,0,17.77,18.2,12.3,20.867142857142856,22.798000000000002
2024-09-24,1,26.2,51,21.13,6,2,0.79,2024,9,24,1,0,12.77,23.14,23.8,20.580000000000002,22.709
2024-09-25,3,24.5,33,19.32,3,1,1.58,2024,9,25,2,0,21.13,23.78,27.59,19.942857142857143,22.433333333333334
2024-09-26,0,25.7,42,22.68,4,2,2.19,2024,9,26,3,0,19.32,14.86,19.51,21.060000000000002,22.539
2024-09-27,3,28.8,74,19.82,7,1,4.86,2024,9,27,4,0,22.68,28.32,26.2,19.845714285714283,22.32633333333333
2024-09-28,3,26.7,71,9.96,6,1,1.04,2024,9,28,5,1,19.82,25.43,38.89,17.635714285714283,21.362000000000002
2024-09-29,3,16.1,79,19.67,6,0,0.18,2024,9,29,6,1,9.96,17.77,21.37,17.907142857142855,21.305333333333333
2024-09-30,3,35.2,78,20.17,5,2,0.87,2024,9,30,0,0,19.67,12.77,24.36,18.964285714285715,21.165666666666667
2024-10-01,4,22.5,49,25.8,4,0,0.98,2024,10,1,1,0,20.17,21.13,17.57,19.631428571428575,21.439999999999998
2024-10-02,4,31.7,81,17.81,2,0,3.41,2024,10,2,2,0,25.8,19.32,23.09,19.415714285714284,21.264000000000003
2024-10-03,2,44.5,42,32.07,4,2,0.75,2024,10,3,3,0,17.81,22.68,24.76,20.75714285714286,21.50766666666667
2024-10-04,1,23.6,46,10.53,4,2,4.6,2024,10,4,4,0,32.07,19.82,23.17,19.43,21.086333333333332
2024-10-05,3,12.3,83,29.87,8,1,1.0,2024,10,5,5,1,10.53,9.96,15.88,22.274285714285718,21.552666666666664
2024-10-06,2,28.0,65,20.65,8,2,5.46,2024,10,6,6,1,29.87,19.67,23.24,22.41428571428571,21.466333333333335
2024-10-07,1,37.7,62,27.16,8,0,0.01,2024,10,7,0,0,20.65,20.17,30.77,23.412857142857145,21.346
2024-10-08,0,43.7,30,22.48,7,0,3.44,2024,10,8,1,0,27.16,25.8,24.69,22.93857142857143,21.272333333333336
2024-10-09,4,21.4,44,28.84,4,2,4.01,2024,10,9,2,0,22.48,17.81,27.77,24.514285714285712,21.307999999999996
2024-10-10,1,33.5,42,19.68,7,0,4.87,2024,10,10,3,0,28.84,32.07,20.58,22.744285714285716,21.278000000000002
2024-10-11,0,26.7,46,15.41,6,1,0.02,2024,10,11,4,0,19.68,10.53,26.5,23.44142857142857,20.908333333333335
2024-10-12,1,29.3,53,30.52,8,0,0.28,2024,10,12,5,1,15.41,29.87,23.68,23.534285714285712,21.13633333333333
2024-10-13,4,48.5,87,21.32,6,1,1.59,2024,10,13,6,1,30.52,20.65,16.29,23.63,21.304
2024-10-14,4,19.5,37,23.33,8,0,0.04,2024,10,14,0,0,21.32,27.16,23.91,23.08285714285714,21.28466666666667
2024-10-15,2,31.8,79,29.41,3,1,0.1,2024,10,15,1,0,23.33,22.48,16.05,24.072857142857142,21.73
2024-10-16,3,33.3,56,15.81,7,1,0.37,2024,10,16,2,0,29.41,28.84,18.2,22.21142857142857,21.650333333333332
2024-10-17,1,37.6,74,25.57,7,2,1.08,2024,10,17,3,0,15.81,19.68,23.14,23.052857142857142,21.731333333333335
2024-10-18,1,30.7,52,18.46,2,1,1.18,2024,10,18,4,0,25.57,15.41,23.78,23.488571428571426,21.554
2024-10-19,0,32.2,75,21.21,5,2,0.05,2024,10,19,5,1,18.46,30.52,14.86,22.15857142857143,21.765666666666668
2024-10-20,4,27.3,37,22.43,4,0,0.28,2024,10,20,6,1,21.21,21.32,28.32,22.31714285714286,21.569333333333336
2024-10-21,1,31.9,37,13.0,2,0,1.04,2024,10,21,0,0,22.43,23.33,25.43,20.841428571428573,21.155000000000005
2024-10-22,4,27.6,88,17.33,7,0,1.35,2024,10,22,1,0,13.0,29.41,17.77,19.115714285714287,21.14033333333333
2024-10-23,1,34.4,55,30.11,2,1,0.24,2024,10,23,2,0,17.33,15.81,12.77,21.15857142857143,21.71833333333333
2024-10-24,2,27.4,76,27.32,3,0,0.76,2024,10,24,3,0,30.11,25.57,21.13,21.40857142857143,21.924666666666667
2024-10-25,3,32.6,88,21.62,5,0,3.52,2024,10,25,4,0,27.32,18.46,19.32,21.859999999999996,22.001333333333335
2024-10-26,1,29.8,42,23.46,7,2,10.22,2024,10,26,5,1,21.62,21.21,22.68,22.181428571428572,22.02733333333333
2024-10-27,4,37.9,68,20.23,7,2,6.54,2024,10,27,6,1,23.46,22.43,19.82,21.867142857142856,22.041
2024-10-28,2,29.6,66,30.14,4,0,3.2,2024,10,28,0,0,20.23,13.0,9.96,24.315714285714286,22.713666666666665
2024-10-29,1,17.6,78,20.8,8,0,0.75,2024,10,29,1,0,30.14,17.33,19.67,24.81142857142857,22.751333333333335
2024-10-30,0,38.8,57,23.39,5,1,1.74,2024,10,30,2,0,20.8,30.11,20.17,23.851428571428574,22.858666666666668
2024-10-31,3,23.7,54,28.88,3,1,0.81,2024,10,31,3,0,23.39,27.32,25.8,24.07428571428571,22.961333333333336
2024-11-01,1,25.4,45,17.34,6,0,1.57,2024,11,1,4,0,28.88,21.62,17.81,23.462857142857143,22.945666666666668
2024-11-02,2,25.8,84,31.35,2,2,0.56,2024,11,2,5,1,17.34,23.46,32.07,24.59,22.921666666666667
2024-11-03,0,39.6,31,12.82,4,0,1.4,2024,11,3,6,1,31.35,20.23,10.53,23.53142857142857,22.998
2024-11-04,2,15.1,83,31.78,7,1,1.11,2024,11,4,0,0,12.82,30.14,29.87,23.76571428571429,23.061666666666667
2024-11-05,2,52.0,47,19.76,6,2,0.04,2024,11,5,1,0,31.78,20.8,20.65,23.617142857142856,23.031999999999996
2024-11-06,0,37.4,46,20.54,3,2,2.35,2024,11,6,2,0,19.76,23.39,27.16,23.21,22.811333333333334
2024-11-07,2,31.6,59,10.66,5,1,0.02,2024,11,7,3,0,20.54,28.88,22.48,20.607142857142858,22.417333333333332
2024-11-08,0,29.6,68,19.27,2,0,0.52,2024,11,8,4,0,10.66,17.34,28.84,20.882857142857144,22.098333333333336
2024-11-09,1,32.0,42,15.76,4,0,0.01,2024,11,9,5,1,19.27,31.35,19.68,18.655714285714286,21.967666666666666
2024-11-10,0,33.6,61,18.35,7,0,0.71,2024,11,10,6,1,15.76,12.82,15.41,19.445714285714285,22.06566666666667
2024-11-11,0,34.5,79,21.18,7,1,0.1,2024,11,11,0,0,18.35,31.78,30.52,17.931428571428572,21.75433333333333
2024-11-12,3,33.9,58,27.75,6,2,3.67,2024,11,12,1,0,21.18,19.76,21.32,19.072857142857142,21.968666666666664
2024-11-13,0,30.6,75,23.25,6,1,0.81,2024,11,13,2,0,27.75,20.54,23.33,19.46,21.965999999999998
2024-11-14,0,28.6,59,23.85,2,0,0.92,2024,11,14,3,0,23.25,10.66,29.41,21.344285714285714,21.780666666666665
2024-11-15,1,28.9,47,15.43,5,1,0.65,2024,11,15,4,0,23.85,19.27,15.81,20.795714285714286,21.768000000000004
2024-11-16,3,28.6,42,16.72,3,2,1.48,2024,11,16,5,1,15.43,15.76,25.57,20.93285714285714,21.473
2024-11-17,4,37.9,72,32.79,8,1,2.3,2024,11,17,6,1,16.72,18.35,18.46,22.995714285714286,21.950666666666667
2024-11-18,1,34.2,50,17.59,5,0,1.57,2024,11,18,0,0,32.79,21.18,21.21,22.482857142857142,21.83
2024-11-19,1,9.4,59,31.94,5,2,2.07,2024,11,19,1,0,17.59,27.75,22.43,23.08142857142857,22.147
2024-11-20,4,34.6,50,20.54,5,1,3.55,2024,11,20,2,0,31.94,23.25,13.0,22.694285714285712,22.39833333333333
2024-11-21,0,31.4,77,22.01,8,1,2.99,2024,11,21,3,0,20.54,23.85,17.33,22.431428571428572,22.554333333333332
2024-11-22,2,29.9,84,28.42,2,2,1.68,2024,11,22,4,0,22.01,15.43,30.11,24.287142857142857,22.498
2024-11-23,3,27.3,46,29.63,8,2,0.36,2024,11,23,5,1,28.42,16.72,27.32,26.131428571428568,22.575
2024-11-24,2,37.9,69,21.34,2,0,1.52,2024,11,24,6,1,29.63,32.79,21.62,24.495714285714286,22.56566666666667
2024-11-25,4,36.6,48,19.67,8,2,1.06,2024,11,25,0,0,21.34,17.59,23.46,24.792857142857144,22.439333333333334
2024-11-26,1,24.6,81,21.66,3,0,1.89,2024,11,26,1,0,19.67,31.94,20.23,23.324285714285715,22.487000000000002
2024-11-27,1,32.8,44,24.03,5,1,2.68,2024,11,27,2,0,21.66,20.54,30.14,23.822857142857146,22.283333333333335
2024-11-28,3,23.2,38,27.35,2,0,2.04,2024,11,28,3,0,24.03,22.01,20.8,24.585714285714285,22.501666666666665
2024-11-29,1,20.3,81,22.03,8,1,2.81,2024,11,29,4,0,27.35,28.42,23.39,23.672857142857143,22.456333333333337
2024-11-30,1,25.6,39,25.71,3,2,0.1,2024,11,30,5,1,22.03,29.63,28.88,23.112857142857145,22.350666666666665
2024-12-01,3,36.0,73,31.83,8,1,0.05,2024,12,1,6,1,25.71,21.34,17.34,24.611428571428572,22.833666666666666
2024-12-02,3,36.7,60,24.29,7,2,0.45,2024,12,2,0,0,31.83,19.67,31.35,25.27142857142857,22.598333333333336
2024-12-03,4,33.6,82,23.87,3,1,3.46,2024,12,3,1,0,24.29,21.66,12.82,25.587142857142855,22.966666666666665
2024-12-04,1,35.1,52,12.89,5,1,2.6,2024,12,4,2,0,23.87,24.03,31.78,23.995714285714286,22.337
2024-12-05,1,33.6,81,6.22,4,1,1.72,2024,12,5,3,0,12.89,27.35,19.76,20.97714285714286,21.88566666666667
2024-12-06,4,25.5,59,24.33,5,1,1.81,2024,12,6,4,0,6.22,22.03,20.54,21.305714285714284,22.012
2024-12-07,0,33.0,62,21.43,4,0,1.95,2024,12,7,5,1,24.33,25.71,10.66,20.694285714285712,22.371
2024-12-08,0,35.6,86,18.91,3,1,4.29,2024,12,8,6,1,21.43,31.83,19.27,18.84857142857143,22.358999999999998
2024-12-09,0,35.3,81,23.46,7,0,2.68,2024,12,9,0,0,18.91,24.29,15.76,18.73,22.615666666666666
2024-12-10,4,38.3,38,21.64,7,2,1.46,2024,12,10,1,0,23.46,23.87,18.35,18.41142857142857,22.72533333333333
2024-12-11,1,35.0,83,28.77,2,2,1.64,2024,12,11,2,0,21.64,12.89,21.18,20.68,22.978333333333335
2024-12-12,4,32.5,76,22.52,7,0,0.36,2024,12,12,3,0,28.77,6.22,27.75,23.00857142857143,22.804
2024-12-13,4,37.5,30,17.52,6,2,1.61,2024,12,13,4,0,22.52,24.33,23.25,22.035714285714285,22.613000000000003
2024-12-14,0,29.8,73,27.94,3,2,0.83,2024,12,14,5,1,17.52,21.43,23.85,22.965714285714284,22.749333333333333
2024-12-15,2,23.8,64,20.7,2,1,0.25,2024,12,15,6,1,27.94,18.91,15.43,23.22142857142857,22.925
2024-12-16,1,28.9,40,25.16,7,1,2.46,2024,12,16,0,0,20.7,23.46,16.72,23.464285714285715,23.206333333333337
2024-12-17,0,24.8,63,19.14,3,1,1.07,2024,12,17,1,0,25.16,21.64,32.79,23.107142857142858,22.75133333333333
2024-12-18,2,25.3,45,18.1,5,0,5.69,2024,12,18,2,0,19.14,28.77,17.59,21.582857142857144,22.768333333333334
2024-12-19,2,29.0,38,22.51,7,0,0.5,2024,12,19,3,0,18.1,22.52,31.94,21.58142857142857,22.454
2024-12-20,3,24.5,61,22.08,8,2,0.98,2024,12,20,4,0,22.51,17.52,20.54,22.232857142857146,22.505333333333336
2024-12-21,1,27.8,44,24.88,4,1,0.89,2024,12,21,5,1,22.08,27.94,22.01,21.795714285714286,22.601000000000003
2024-12-22,2,16.7,41,20.39,3,0,0.19,2024,12,22,6,1,24.88,20.7,28.42,21.751428571428573,22.333333333333332
2024-12-23,0,31.5,62,10.98,2,0,0.83,2024,12,23,0,0,20.39,25.16,29.63,19.725714285714286,21.711666666666666
2024-12-24,3,30.0,74,19.4,5,1,0.51,2024,12,24,1,0,10.98,19.14,21.34,19.762857142857143,21.647
2024-12-25,1,24.3,43,26.76,6,0,0.26,2024,12,25,2,0,19.4,18.1,19.67,21.0,21.883333333333333
2024-12-26,4,34.6,86,20.22,5,1,0.5,2024,12,26,3,0,26.76,22.51,21.66,20.672857142857143,21.835333333333335
2024-12-27,0,36.6,86,20.52,7,2,0.4,2024,12,27,4,0,20.22,22.08,24.03,20.45,21.718333333333337
2024-12-28,2,18.7,37,27.92,4,2,1.99,2024,12,28,5,1,20.52,24.88,27.35,20.884285714285713,21.737333333333332
2024-12-29,2,24.7,37,17.73,5,2,0.05,2024,12,29,6,1,27.92,20.39,22.03,20.504285714285714,21.593999999999998
2024-12-30,0,24.6,56,12.74,6,1,1.44,2024,12,30,0,0,17.73,10.98,25.71,20.755714285714284,21.16166666666667
2024-12-31,2,23.4,41,21.04,8,0,2.14,2024,12,31,1,0,12.74,19.4,31.83,20.990000000000002,20.802
2025-01-01,3,35.8,30,19.09,2,2,0.98,2025,1,1,2,0,21.04,26.76,24.29,19.89428571428572,20.628666666666668
2025-01-02,1,28.6,72,16.2,3,2,4.02,2025,1,2,3,0,19.09,20.22,23.87,19.32,20.373
2025-01-03,3,28.1,69,20.95,4,2,1.85,2025,1,3,4,0,16.2,20.52,12.89,19.381428571428568,20.641666666666666
